Name,Shop,Face_Type,Personal_Color,Eye_Position,Hair_Style,Tags,Comment,Image_Filename,Source_URL
uka,イオンモール橿原店,丸顔,イエベ,普通,,"#フィッティング, #レンズ知識, #黒縁, #カジュアル, #ユニセックスにおすすめ, #だてメガネにおすすめ, #K-POP, #犬好き, #スニーカー","スタッフコメント
2025.12.03
太めの黒縁フレームで存在感はありつつ、形がスッキリしていてどんなコーディネートにも馴染む万能メガネです✨

サイドのゴールドのワンポイントがさりげなくおしゃれ見えして、上品さもしっかりプラスしてくれます🎩

普段使いにも、ちょっとおしゃれしたい日にもぴったりな1本です！🪽
uka
丸顔イエベ
普通
イオンモール橿原店
#ユニセックスにおすすめ
#黒縁
#カジュアル
#QOLメガネ
#メガネ
#だてメガネにおすすめ",uka.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56210680
こーき,松本アイシティ21店,面長,イエベ,普通,,"#フィッティング, #加工技術, #お仕事にも使える, #黒縁, #男性におすすめ, #初心者におすすめ, #スニーカー, #猫好き, #キャンプ","スタッフコメント
2025.12.05
【上質さと快適さを両立したメガネ】

テンプル（ツル）にはラバー素材を採用し、滑りにくく快適なかけ心地を実現。
長時間の着用でも安定してフィットしてくれるラバーテンプル仕様です！

さらに、フレームはレザーのような質感と模様が特徴。
上品さの中に個性をしっかりと感じられる、高級感あふれるデザインに仕上がっています。

ビジネスシーンでも自然になじみ、清潔感や大人の落ち着きを演出。
メガネ初心者の方でも取り入れやすく、日常でも使いやすい万能な一本です。
こーき
面長顔イエベ
普通
松本アイシティ21店
#男性におすすめ
#初心者におすすめ
#お仕事にも使える
#黒縁
#キレイめ
#スタイリッシュ
#ラバテン
#メガネ
#プラスチック",こーき.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56260639
rico,心斎橋パルコ店,丸顔,イエベ,普通,,"#フィッティング, #認定眼鏡士, #お仕事にも使える, #ビックシェイプ, #ユニセックスにおすすめ, #おうち用におすすめ, #キャンプ, #ゲーム, #カフェ巡り, #ディズニー","スタッフコメント
2025.11.15
大きめのウェリントン型シルバーフレームです!

チタンフレームなので軽くてかけ心地が良いのが特徴です!!
錆びにくく長持ちするのでとてもおすすめです
普段使いにも向いているウェリントン型フレームです:)

フレームの重さによるストレスを感じにくいのでお仕事や学校での使用はもちろん、ご自宅で快適に過ごしていただくためのおうちメガネとしてもおすすめです
これからの季節のファッションに取り入れやすいデザインなのでおでかけメガネとしても最適ですね♪

ぜひ店頭でお試しください☆彡

顔：丸顔　やや狭め幅
目：普通幅　たれ目
鼻：低め
肌：イエベ(自己診断)
rico
丸顔イエベ
普通
心斎橋パルコ店
#ユニセックスにおすすめ
#お仕事にも使える
#おうち用におすすめ
#ビックシェイプ
#シルバー
#カジュアル
#キレイめ
#メガネ
#チタン
#日常使いにおすすめ",rico.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55512868
こーき,松本アイシティ21店,面長,イエベ,普通,,"#遠近両用, #フレーム選定, #お仕事にも使える, #シルバー, #男性におすすめ, #面長顔におすすめ, #ディズニー, #映画鑑賞, #古着, #スニーカー","スタッフコメント
2025.11.14
【高級感溢れるシルバーのチタンフレーム】

シンプルながらも高級感を感じさせる上品なフレーム。軽量金属チタンを採用することで、ファッション性・掛け心地・耐久性の全てを兼ね備えた万能フレームに仕上がっています。

性別を問わず使いやすいシンプルなシルエットで、ビジネスシーンから普段使いまで幅広く活躍するオシャレメガネです👓
こーき
面長顔イエベ
普通
松本アイシティ21店
#男性におすすめ
#お仕事にも使える
#シルバー
#キレイめ
#スタイリッシュ
#メガネ
#面長顔におすすめ
#ベース顔におすすめ
#チタン
#日常使いにおすすめ",こーき.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55470644
taku,府中フォーリス店,丸顔,ブルベ,普通,,"#レンズ知識, #遠近両用, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #映画鑑賞, #ディズニー, #筋トレ","スタッフコメント
2025.11.30
Zoff | TOSHIMITSU

【#05】
昔のアメリカ映画に出てくるようなツーブリッジタイプのサングラス。
彫金も盛り沢山で「格好良い」が詰まったデザイン。

かけてみるとほどよく抜け感があるデザインなので
一気に垢抜けた印象に

きれい目なファッションでも、カジュアルでも使いやすいのでおすすめです！

レンズは程よく薄めカラーで視界良好
是非お使いくださいね

taku
丸顔ブルベ
普通
府中フォーリス店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#イエベ向け
#ブルベ向け
#カジュアル
#キレイめ
#スタイリッシュ
#すぐに使えるサングラス
#サングラス
#メタル",taku.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56087319
タカハシ,ゆめタウン丸亀店,丸顔,イエベ,普通,,"#遠近両用, #レンズ知識, #お仕事にも使える, #ブルベ向け, #女性におすすめ, #おうち用におすすめ, #旅行, #読書, #ショッピング","スタッフコメント
2025.12.10
【デザイン】
レザー風のテンプルデザインがほどよい個性を添える、人気のコンビネーションフレーム🍬

細身で上品なオーバルシェイプは、オン・オフどちらのシーンでも自然になじみ、表情を優しく見せてくれます🩷

ラバー素材のテンプルによって「ズレにくい」仕様なのも嬉しいポイント。
遠近両用にも相性が良く、初めての手元用にもおすすめです！

⸻

【スタイリングポイント】

淡いピンクパープルのクリアカラーが肌の透明感を引き出してくれるため、
“柔らかいトーンの服” や “ニュアンスカラー” と特に相性抜群👚

① フェミニン×カジュアル

・白トップス × ベージュ系カーデ × デニム
・スカーフや軽めのストールで淡色を重ねる
→ クリアピンクが全体に抜け感と女性らしさをプラス。

② 大人ナチュラル

・リネンシャツ × ワイドパンツ
・淡いラベンダー、アイスブルー、ミントなど“くすみパステル”
→ メガネの色味が、ナチュラルコーデに上品なポイントを作る♪

③ オフィスのきれいめスタイル

・白ブラウス × グレースラックス
・控えめアクセと合わせて柔らかい印象に
→ フレームの細さが顔まわりの印象を整え、好感度の高い仕上がりに📓

⸻

【顔型別おすすめ度】

卵型　⭐️⭐️⭐️⭐️⭐️
どんな印象にも寄せられる万能シェイプ。

丸顔　⭐️⭐️⭐️⭐️
横に広がらない優しいオーバルが、顔にスッと馴染む。

逆三角　⭐️⭐️⭐️⭐️
細身デザインで上半分が軽く見え、バランスが取りやすい。

面長　⭐️⭐️⭐️⭐️
優しい丸みで縦の印象をやわらげる。

四角　⭐️⭐️⭐️⭐️
角を消して柔らかな雰囲気に見せてくれる。

⸻

【おすすめレンズカラー】
淡いトーンに合わせ、やさしい雰囲気が続くカラーが相性◎

・ASH BEIGE
・INDIGO NAVY20%
・レスターＳ
タカハシ
卵顔イエベ
普通
ゆめタウン丸亀店
#女性におすすめ
#お仕事にも使える
#おうち用におすすめ
#ブルベ向け
#クリアフレーム
#カジュアル
#キレイめ
#ラバテン
#メガネ
#春コーデにおすすめ
#フェミニン
#コンビネーション
#強度数におすすめ",タカハシ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56451691
hikaru,サクラマチクマモト店,,ブルベ,普通,,"#お子様メガネ, #視力測定, #レトロ, #韓国ファッション, #おうち時間, #サングラス, #犬好き, #音楽鑑賞, #サウナ, #ショッピング",サクラマチクマモト店に勤務しております。皆様のメガネ選びに貢献できれば嬉しいです☺️,hikaru.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124942
ひー,ゆめタウン高松店,ベース型,イエベ,タレ目,,"#レンズ知識, #加工技術, #お仕事にも使える, #カジュアル, #女性におすすめ, #ユニセックスにおすすめ, #筋トレ, #サウナ, #ディズニー, #キャンプ","スタッフコメント
2025.12.11
◽︎顔型 : ベース型丸顔
◽︎顔幅 : やや広め
◽︎瞳 : ややはなれ目/タレ目
◽︎パーソナルカラー : イエベ
◽︎コンプレックス : 頬骨張り、立派な鼻



〖おすすめポイント〗
⚫︎おしゃれなスヌーピーのシルエット
スヌーピーたちのシルエットやラインアートが印象的。
大人っぽくさりげなく、スヌーピーを日常に取り入れることができます。
︎
⚫︎跳ね上げ機能で実用的
読書や手元作業のときに、レンズを上げて使える便利さが魅力。

⚫︎優しく落ち着いた雰囲気
やわらかい印象のオーバルシェイプが、お顔の輪郭を優しく見せてくれます。

〖カラー〗
フロントは肌なじみ良いブラウン。マット仕上げが柔らかく品のあるカラーです。
サイドのニュアンスカラーがふわっと優しげで、ほんのり個性的な印象に。
ナチュラル系、シンプル服にも合わせやすい万能カラーです。
ひー
ベース顔イエベ
離れ目
ゆめタウン高松店
#女性におすすめ
#ユニセックスにおすすめ
#お仕事にも使える
#カジュアル
#メガネ
#ブラウン
#フェミニン
#跳ね上げ式メガネ
#コンビネーション",ひー.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56499136
ごめ,イオンモール東浦店,面長,イエベ,タレ目,,"#レンズ知識, #認定眼鏡士, #カジュアル, #メガネ, #女性におすすめ, #おうち用におすすめ, #美容, #旅行, #読書","スタッフコメント
2025.12.12
[顔型]面長
[瞳孔距離(目と目の距離)]62
[目の形]タレ目

⚪︎強度数さんオススメ度⚪︎ 90%
⚪︎カラーレンズオススメ度⚪︎85%
⚪︎かけ心地らくらく度⚪︎85%

シンプルで小ぶりなボストンフレーム。

レンズサイズが小さめなので
学生さんや小顔さんにオススメです。

ブラウンのグラデーションカラーが
肌に溶け込み顔馴染み◎
メガネ初心者さんでもコーディネートが
組みやすく、おすすめです！

フチも太さは控えめのため
メガネが目立ちすぎず、チャレンジしやすいです。

ぜひお試しください！
ごめ
面長顔イエベ
普通
イオンモール東浦店
#女性におすすめ
#おうち用におすすめ
#カジュアル
#メガネ
#ブラウン
#プラスチック
#日常使いにおすすめ
#強度数におすすめ",ごめ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56524571
akina,湘南モールフィル店,丸顔,イエベ,普通(PD60),ミディアム,"#フレーム選定, #視力測定, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #アニメ, #ショッピング, #カフェ巡り, #料理","スタッフコメント
2025.12.14
ご覧いただきありがとうございます(*˘ ˘*)
⁡
＊ 顔型：丸顔
＊ 顔タイプ：フレッシュ
＊ 髪型：ミディアム
＊ 目の距離感：普通(PD60)
＊ パーソナルカラー：イエベ
⁡
⇧ 着用本人の特徴になります！
ご参考になれば幸いです🪽🫧


丸過ぎず程よく角ばった玉型や
小振りなサイズ感がクラシカルで
すっきりとシャープな印象に🥰✨

カジュアルからキレイめなコーデに
合わせるのもおすすめです🫶🏼
akina
丸顔イエベ
普通
湘南モールフィル店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#おうち用におすすめ
#イエベ向け
#ブルベ向け
#カジュアル
#キレイめ
#メガネ
#ブラウン
#プラスチック
#日常使いにおすすめ",akina.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56592341
Ari,本社,面長,ブルベ,寄り目,,"#レンズ知識, #加工技術, #黒縁, #太縁, #ユニセックスにおすすめ, #上級者におすすめ, #読書, #ショッピング, #K-POP","スタッフコメント
2025.11.13
ヘリンボーンニットで魅せる、知的スタイル。ビッグフレームメガネで小顔見せコーデ

〜Ari's recommendation〜
ヘリンボーン柄のニットトップスに合わせた、ビッグシェイプのメガネが今日の主役！フレームが、冬の装いに程よい抜け感をプラスしてくれます。大きめフレームが顔周りをすっきり見せて、小顔感も◎知的な印象を与えながらも、こなれ感を演出できる、まさにトレンドど真ん中の1本です✨

〜Ari's point〜
◼面長顔さんとの相性
⭐⭐⭐⭐⭐（5/5）
横幅のあるビッグシェイプが顔の縦ラインをカバーし、バランス良く見せてくれます！

◼ひとみの距離が近めな方との相性
⭐⭐⭐⭐︎⭐︎4/5）
ワイドなフレームのため、瞳が近い方は度付きの際はレンズのグレードをあげることをおすすめします！

◼掛け心地
⭐⭐⭐⭐⭐（5/5）
軽量設計で長時間の着用も快適。ビッグサイズでも疲れにくいのが嬉しいポイントです！
Ari
面長顔ブルベ
寄り目
本社
#ユニセックスにおすすめ
#上級者におすすめ
#黒縁
#太縁
#ビックシェイプ
#モード
#カジュアル
#スポーティ
#スタイリッシュ
#ストリート
#メガネ
#面長顔におすすめ
#秋コーデにおすすめ
#冬コーデにおすすめ
#プラスチック
#だてメガネにおすすめ",Ari.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=55436353
つなかん,大船ルミネウィング店,丸顔,イエベ,普通,,"#カラーレンズ知識, #フレーム選定, #ビックシェイプ, #カジュアル, #サングラス, #リモートワーク, #アート, #カフェ巡り, #K-POP, #スニーカー","スタッフコメント
2025.12.14
軽くて壊れにくいZoff SMART Skinnyは、ビックシェイプデザインとカジュアルな
スタイルが魅力のメガネです。
プラスチック素材を使用し、
快適な掛け心地と耐久性を両立。

日常のさまざまなシーンに自然に溶け込み、ファッションのアクセントとしても最適◎

軽さと丈夫さを兼ね備えたメガネは、
長時間の使用でも疲れにくく、普段使いからちょっとした外出まで幅広く対応します。
つなかん
丸顔イエベ
普通
大船ルミネウィング店
#ビックシェイプ
#カジュアル
#メガネ
#Zoff smart
#プラスチック",つなかん.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56596374
タカハシ,ゆめタウン丸亀店,丸顔,イエベ,普通,,"#レンズ知識, #遠近両用, #お仕事にも使える, #黒縁, #ユニセックスにおすすめ, #初心者におすすめ, #犬好き, #ショッピング, #美容","スタッフコメント
2025.12.12
丸過ぎず、ほんのり角を残したボストンシェイプと
小ぶりなサイズ感が、顔立ちをすっきり引き締めてくれます✨
二本目以降のメガネや、
「定番＋少し個性」を楽しみたい方にもおすすめ。


👗 スタイリング提案

① やさしい休日スタイル ☕️
ニットやスウェット、シャツなどのベーシックなトップスに合わせるだけで、
顔まわりがふんわりやわらぐ、リラックス感のある印象に。
ベージュ・アイボリー・ライトグレーなどの淡色コーデと好相性🤍

⸻

② ほんのりレディな、甘さ控えめコーデ 🌸
フレアスカートや柔らかな素材のワンピースと合わせると、
丸みのあるフレームが女性らしさをさりげなくプラス。
カジュアルすぎず、きちんと感もキープできるのが魅力✨

⸻

③ デニム×シャツの定番カジュアルにも 👖
シンプルなデニムスタイルにプラスするだけで、
メガネがほどよいアクセントになり、こなれた雰囲気に。
「頑張りすぎないおしゃれ」が完成します◎

⸻

④ おうち時間・ワークシーンにも 💻
主張しすぎないカラーと丸みのあるデザインで、
長時間かけても目元がきつく見えにくいのがポイント。
在宅ワークや読書タイムにもおすすめです📖


【顔型別おすすめ度】

（★＝似合う度）

・卵型　★★★★★
バランスの良い顔立ちに、フロントのほどよい存在感が自然にフィット。
きれいめにもカジュアルにも合わせやすい万能タイプ。

・丸顔　★★★★☆
フレームの直線が加わることで、甘さをほどよく抑えた印象に。
顔まわりがすっきり見え、大人っぽさをプラスできます。

・逆三角　★★★★★
眉ラインに程よくボリュームが出て、上顔の余白を自然にカバー。
シャープさとやわらかさのバランスが取りやすい形です。

・面長　★★★★☆
縦幅のあるシェイプが、顔の長さを目立たせにくく。
間延び感を抑えて、全体のバランスを整えてくれます。

・四角　★★★☆☆
直線が強めの輪郭に、ほどよい柔らかさをプラス。
かっちりしすぎず、落ち着いた印象に仕上がります。


【おすすめレンズカラー】
黒縁はどんなカラーとも相性抜群！
色の変化があるカラー調光レンズもおすすめです🫶🏻
タカハシ
卵顔イエベ
普通
ゆめタウン丸亀店
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#黒縁
#カジュアル
#キレイめ
#メガネ
#プラスチック
#日常使いにおすすめ",タカハシ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56547556
rico,心斎橋パルコ店,丸顔,イエベ,普通,,"#カラーレンズ知識, #遠近両用, #シンプル, #ミニマル, #ドライブ, #リモートワーク, #アニメ, #ゲーム, #スニーカー","Osaka 01line 148cm☺︎

販売員2年目です\⭐︎/



裸眼視力0.01 瞳孔間距離60mm",rico.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=125037
,,,,,,"#フレーム選定, #加工技術, #イエベ春, #レトロ, #読書, #お仕事用, #K-POP, #古着, #読書, #サウナ",,staff_51.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56387280
ごめ,イオンモール東浦店,面長,イエベ,普通,,"#視力測定, #レンズ知識, #クラシック, #四角顔, #デート, #PC作業, #古着, #カフェ巡り, #映画鑑賞","イオンモール東浦店　副店長



カラフルなものとTOY STORYと

古着が大好きな

アラサー眼鏡屋店員です💛🧡💚



ちょっぴり個性的メガネや

太縁メガネが好きです🙃




メガネの度数は-4.00♪
PDは62
顔型は面長です！



一緒にメガネ楽しみましょ〜",ごめ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124947
夏,イオンモール橿原店,丸顔,イエベ,普通,,"#遠近両用, #お子様メガネ, #イエベ春, #四角顔, #アウトドア, #ドライブ, #犬好き, #映画鑑賞, #アート","「メガネの種類がたくさんあって選べない！｣

「今どんなメガネが流行ってるだろう？」

「どんなフレームが似合うんだろう？」



このようなメガネについてお悩みの方をお手伝いできたら幸いです☺️



イエベ春（セカンド秋）

顔タイプソフトエレガント です！",夏.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124979
Yuuka,ミカン下北店,,ブルベ,寄り目,,"#認定眼鏡士, #フィッティング, #イエベ秋, #ビジネス, #デート, #ギフト, #ショッピング, #古着, #犬好き, #ゲーム","Zoff shop staff の ユウカです！



販売歴7年目🤓

普段はコンタクト×だてメガネ



162cm / 1st ブルベ冬 / 2nd イエベ秋

たまごが大好きです🍮



▼Instagramにもメガネ、コーデや

日常アップしているのでぜひ参考にチェックしていただけたら嬉しいです👓🌼",Yuuka.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124982
Yuuka,ミカン下北店,,ブルベ,寄り目,,"#フィッティング, #お子様メガネ, #お仕事にも使える, #太縁, #ユニセックスにおすすめ, #お仕事用, #読書, #キャンプ, #犬好き, #K-POP","スタッフコメント
2025.12.04
【こんな方へおすすめ】
☑︎アメカジファッション好きさん
☑︎ボストンメガネ以外に挑戦したい方
☑︎メンズ服も好き

【特徴】
威厳を出すためにかけられていたブロー型フレーム。女性も伊達メガネとしてざっくりかけていただくのが、ハンサムな印象で素敵になりそうです。

【服装との合わせ方】
シャツはもちろん、デニムジャケットなど渋めなコーデと合わせていただくのもおすすめです◎
Yuuka
卵顔ブルベ
寄り目
ミカン下北店
#ユニセックスにおすすめ
#お仕事にも使える
#太縁
#カジュアル
#メガネ
#コンビネーション",Yuuka.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56242585
akina,湘南モールフィル店,丸顔,イエベ,普通(PD60),ミディアム,"#加工技術, #コンタクト併用相談, #お仕事にも使える, #イエベ向け, #ユニセックスにおすすめ, #初心者におすすめ, #ゲーム, #スニーカー, #料理, #K-POP","スタッフコメント
2025.12.13
ご覧いただきありがとうございます(*˘ ˘*)
⁡
＊ 顔型：丸顔
＊ 顔タイプ：フレッシュ
＊ 髪型：ミディアム
＊ 目の距離感：普通(PD60)
＊ パーソナルカラー：イエベ
⁡
⇧ 着用本人の特徴になります！
ご参考になれば幸いです🪽🫧


長時間の使用でも疲れにくい軽さと
掛け心地がしやなかで壊れにくい
大人気のZoff SMART👓✨

新機能としてスライド可能な
シリコン鼻パッドを搭載しております☝🏼
(万が一破損した場合も交換可能。)
クラシカルなウエリントンフレームは
男女問わず使いやすいデザインです🥰🫶🏼
akina
丸顔イエベ
普通
湘南モールフィル店
#ユニセックスにおすすめ
#初心者におすすめ
#上級者におすすめ
#お仕事にも使える
#おうち用におすすめ
#イエベ向け
#ブルベ向け
#黒縁
#モード
#カジュアル
#キレイめ
#スタイリッシュ
#メガネ
#Zoff smart
#プラスチック
#日常使いにおすすめ
#ドライブにおすすめ",akina.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56583619
にょろ,本社,丸顔,イエベ,普通,,"#お子様メガネ, #修理マイスター, #丸顔, #ブルベ夏, #スポーツ, #おうち時間, #ショッピング, #古着, #写真, #ゲーム","沖縄県出身。趣味は手芸です！

裏原系のファッションが多めです。

私の『好き』を見てください👀",にょろ.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124931
こーき,松本アイシティ21店,面長,イエベ,普通,,"#フィッティング, #強度近視相談, #トレンド, #シンプル, #リモートワーク, #花粉対策, #映画鑑賞, #美容, #キャンプ","長野県出身｜松本アイシティ21店勤務

野球観戦と映画鑑賞が趣味です⚾️🎥



オシャレを楽しみながら、毎日に寄り添うメガネを提案していきます！",こーき.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=128790
hikaru,サクラマチクマモト店,,ブルベ,普通,,"#お子様メガネ, #レンズ知識, #お仕事にも使える, #黒縁, #ユニセックスにおすすめ, #初心者におすすめ, #ゲーム, #音楽鑑賞, #旅行","スタッフコメント
2025.12.10
黒縁のプラスチック素材で、キレイめからメガネ初心者まで安心してお選びいただけるアイテムです！

お仕事やおうち時間、さまざまなシーンで活躍し、大きなフレームが小顔効果やトレンド感も演出してくれます！
是非お試しください☺️
hikaru
卵顔ブルベ
普通
サクラマチクマモト店
#ユニセックスにおすすめ
#初心者におすすめ
#お仕事にも使える
#おうち用におすすめ
#黒縁
#ビックシェイプ
#モード
#カジュアル
#キレイめ
#メガネ
#プラスチック",hikaru.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56444012
ひー,ゆめタウン高松店,ベース型,イエベ,離れ目,,"#レンズ知識, #お子様メガネ, #ブルベ夏, #四角顔, #おうち時間, #デート, #サウナ, #映画鑑賞, #スニーカー","Zoffゆめタウン高松店 スタッフ

メガネがある方が盛れる顔🤓🌿

◽︎'87/159cm/イエベ

◽︎顔型 : ベース型丸顔/顔幅 : やや広め/瞳 : ややはなれ目👀丸いタレ目

◽︎コンプレックス : 頬骨張り、立派な鼻

◽︎大人カジュアル・シンプルが好きです

◽︎香川→大阪→奈良→兵庫→香川",ひー.jpeg,https://www.zoff.co.jp/shop/contents/staff_list_detail.aspx?staff_id=124924
しまちゃ,ルミネ池袋店,丸顔,イエベ,寄り目,,"#フレーム選定, #遠近両用, #キレイめ, #QOLメガネ, #女性におすすめ, #ユニセックスにおすすめ, #猫好き, #映画鑑賞, #K-POP","スタッフコメント
2025.11.28
☆Zoff SMART with MAQuillAGE☆
チークのように見えるピンクのグラデーションが特徴的なフレームです。

ノーメイクでもほんのりチークを付けたようなお顔になるところが大好きなポイントです☺️
ピンクメイクを合わせるとよりキュートな印象になります♡
また、軽くてしなやかな素材を使っているので、お家用メガネとしてもオススメです。
しまちゃ
丸顔イエベ
寄り目
ルミネ池袋店
#女性におすすめ
#ユニセックスにおすすめ
#おうち用におすすめ
#キレイめ
#QOLメガネ
#メガネ
#ピンク
#フェミニン
#Zoff smart
#プラスチック",しまちゃ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56028774
ごめ,イオンモール東浦店,面長,イエベ,タレ目,,"#レンズ知識, #フレーム選定, #ヴィンテージ風, #キレイめ, #女性におすすめ, #初心者におすすめ, #アート, #サウナ, #犬好き, #旅行","スタッフコメント
2025.12.13
[顔型]面長
[瞳孔距離(目と目の距離)]62
[目の形]タレ目

⚪︎強度数さんオススメ度⚪︎ 80%
⚪︎カラーレンズオススメ度⚪︎80%
⚪︎かけ心地らくらく度⚪︎80%

シンプルで小ぶりなブラウンメタルフレーム。

レンズサイズが小さめのため
目がぱっちり見えやすくオススメです♪

ビジネスシーンにも合いやすく
カジュアルスタイルにも合うので
1本のメガネでどちらも楽しみたい！方に
ぴったりなデザインです。

ぜひお試しください！
ごめ
面長顔イエベ
普通
イオンモール東浦店
#女性におすすめ
#初心者におすすめ
#ヴィンテージ風
#キレイめ
#メガネ
#ブラウン
#面長顔におすすめ
#メタル",ごめ.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=56583311
ひー,ゆめタウン高松店,ベース型,イエベ,離れ目,,"#フレーム選定, #レンズ知識, #黒縁, #太縁, #男性におすすめ, #女性におすすめ, #写真, #猫好き, #ショッピング, #アート","スタッフコメント
2025.09.13
⚪︎顔型：ベース型丸顔
⚪︎顔幅：やや広め
⚪︎瞳孔距離（PD）：ややはなれ目

【デザイン/イメージ】
クラシック、モダン、カジュアル...
幅広いスタイリングになじむハンサムなフレ
ーム✨

丸みのあるウェリントンシェイプは、クールな中にどこか愛らしさもある印象。
だから、性別や年代を問わず人気です！
普段使いはもちろん、お仕事にもおすすめです。

【カラー】
一本持っておいて間違いない、黒縁。
フレームの太さやシェイプが絶妙で威圧感はなく、ちょうど良く黒縁を楽しめます◎
ひー
ベース顔イエベ
離れ目
ゆめタウン高松店
#男性におすすめ
#女性におすすめ
#ユニセックスにおすすめ
#黒縁
#太縁
#モード
#カジュアル
#スタイリッシュ",ひー.jpeg,https://www.zoff.co.jp/shop/contents/staff_gallery_detail.aspx?cid=53018827
